"Step","8agents_0highspeed - Training_Reward_Mean","8agents_0highspeed - Training_Reward_Mean__MIN","8agents_0highspeed - Training_Reward_Mean__MAX","8agents_0incentive - Training_Reward_Mean","8agents_0incentive - Training_Reward_Mean__MIN","8agents_0incentive - Training_Reward_Mean__MAX","8agents - Training_Reward_Mean","8agents - Training_Reward_Mean__MIN","8agents - Training_Reward_Mean__MAX"
"5529","","","","","","","46.148117859934935","46.148117859934935","46.148117859934935"
"5530","","","","","","","43.79181863912895","43.79181863912895","43.79181863912895"
"5531","","","","","","","46.168966637279226","46.168966637279226","46.168966637279226"
"5532","","","","","","","46.17245722026421","46.17245722026421","46.17245722026421"
"5533","","","","","","","46.16714085266442","46.16714085266442","46.16714085266442"
"5534","","","","","","","46.16387313856288","46.16387313856288","46.16387313856288"
"5535","","","","","","","46.181661550814944","46.181661550814944","46.181661550814944"
"5536","","","","","","","46.183493384996694","46.183493384996694","46.183493384996694"
"5537","","","","","","","46.198286907731934","46.198286907731934","46.198286907731934"
"5538","","","","","","","48.56758141219611","48.56758141219611","48.56758141219611"
"5539","","","","","","","48.614260278504936","48.614260278504936","48.614260278504936"
"5540","","","","","","","46.09863662060452","46.09863662060452","46.09863662060452"
"5541","","","","","","","46.07636032259439","46.07636032259439","46.07636032259439"
"5542","","","","","","","46.04094558619646","46.04094558619646","46.04094558619646"
"5543","","","","","","","46.05867048853188","46.05867048853188","46.05867048853188"
"5544","","","","","","","48.07207545842044","48.07207545842044","48.07207545842044"
"5545","","","","","","","50.43410084026759","50.43410084026759","50.43410084026759"
"5546","","","","","","","52.820034685770295","52.820034685770295","52.820034685770295"
"5547","","","","","","","52.79212555803174","52.79212555803174","52.79212555803174"
"5548","","","","","","","52.78037327679488","52.78037327679488","52.78037327679488"
"5549","","","","","","","49.942323636776635","49.942323636776635","49.942323636776635"
"5550","","","","","","","49.914150978246596","49.914150978246596","49.914150978246596"
"5551","","","","","","","50.10387530628871","50.10387530628871","50.10387530628871"
"5552","","","","","","","50.100072211834025","50.100072211834025","50.100072211834025"
"5554","","","","","","","47.69859491290851","47.69859491290851","47.69859491290851"
"5555","","","","","","","47.72501841893061","47.72501841893061","47.72501841893061"
"5556","","","","","","","45.321130393880146","45.321130393880146","45.321130393880146"
"5557","","","","","","","42.947754059705346","42.947754059705346","42.947754059705346"
"5558","","","","","","","42.93212352866031","42.93212352866031","42.93212352866031"
"5559","","","","","","","45.735079332780536","45.735079332780536","45.735079332780536"
"5560","","","","","","","45.72497146251084","45.72497146251084","45.72497146251084"
"5561","","","","","","","45.74351926878542","45.74351926878542","45.74351926878542"
"5562","","","","","","","45.75479045840348","45.75479045840348","45.75479045840348"
"5563","","","","","","","45.75295514939558","45.75295514939558","45.75295514939558"
"5564","","","","","","","43.38277383011301","43.38277383011301","43.38277383011301"
"5565","","","","","","","43.20151001709841","43.20151001709841","43.20151001709841"
"5566","","","","","","","43.19764982060529","43.19764982060529","43.19764982060529"
"5567","","","","","","","43.059334300040085","43.059334300040085","43.059334300040085"
"5568","","","","","","","43.07253925410746","43.07253925410746","43.07253925410746"
"5569","","","","","","","43.074479196659425","43.074479196659425","43.074479196659425"
"5570","","","","","","","43.078451922098004","43.078451922098004","43.078451922098004"
"5571","","","","","","","43.063956869341546","43.063956869341546","43.063956869341546"
"5572","","","","","","","43.07530403401665","43.07530403401665","43.07530403401665"
"5573","","","","","","","43.55100479336984","43.55100479336984","43.55100479336984"
"5574","","","","","","","41.247675872023294","41.247675872023294","41.247675872023294"
"5575","","","","","","","41.275985167480755","41.275985167480755","41.275985167480755"
"5576","","","","","","","38.90546968604649","38.90546968604649","38.90546968604649"
"5577","","","","","","","38.89914488329645","38.89914488329645","38.89914488329645"
"5578","","","","","","","38.87525291482612","38.87525291482612","38.87525291482612"
"5579","","","","","","","38.87447415468415","38.87447415468415","38.87447415468415"
"5580","","","","","","","41.23299201525881","41.23299201525881","41.23299201525881"
"5581","","","","","","","43.59629825275697","43.59629825275697","43.59629825275697"
"5582","","","","","","","41.23879625321293","41.23879625321293","41.23879625321293"
"5583","","","","","","","38.89479293316008","38.89479293316008","38.89479293316008"
"5584","","","","","","","41.78204062954208","41.78204062954208","41.78204062954208"
"5585","","","","","","","39.55281777816339","39.55281777816339","39.55281777816339"
"5586","","","","","","","37.18137159191712","37.18137159191712","37.18137159191712"
"5587","","","","","","","37.22025054886758","37.22025054886758","37.22025054886758"
"5588","","","","","","","34.40153410939912","34.40153410939912","34.40153410939912"
"5589","","","","","","","34.32450374856278","34.32450374856278","34.32450374856278"
"5590","","","","","","","34.317534291138976","34.317534291138976","34.317534291138976"
"5591","","","","","","","34.296984051247065","34.296984051247065","34.296984051247065"
"5592","","","","","","","34.358790636635746","34.358790636635746","34.358790636635746"
"5593","","","","","","","34.33511209309713","34.33511209309713","34.33511209309713"
"5594","","","","","","","34.286925749763675","34.286925749763675","34.286925749763675"
"5595","","","","","","","34.275052509346345","34.275052509346345","34.275052509346345"
"5596","","","","","","","34.26040901039531","34.26040901039531","34.26040901039531"
"5597","","","","","","","31.85295706270793","31.85295706270793","31.85295706270793"
"5598","","","","","","","29.693400331251734","29.693400331251734","29.693400331251734"
"5599","","","","","","","29.692256984003997","29.692256984003997","29.692256984003997"
"5600","","","","","","","32.038510153270295","32.038510153270295","32.038510153270295"
"5601","","","","","","","32.038125886172665","32.038125886172665","32.038125886172665"
"5602","","","","","","","32.56958742124077","32.56958742124077","32.56958742124077"
"5603","","","","","","","32.54906481269654","32.54906481269654","32.54906481269654"
"5604","","","","","","","32.519957821866434","32.519957821866434","32.519957821866434"
"5605","","","","","","","32.51611547745455","32.51611547745455","32.51611547745455"
"5606","","","","","","","32.5207695344002","32.5207695344002","32.5207695344002"
"5607","","","","","","","32.944463100478934","32.944463100478934","32.944463100478934"
"5608","","","","","","","32.93861613177703","32.93861613177703","32.93861613177703"
"5609","","","","","","","32.938468179401745","32.938468179401745","32.938468179401745"
"5610","","","","","","","35.15666313491288","35.15666313491288","35.15666313491288"
"5611","","","","","","","32.924159635343116","32.924159635343116","32.924159635343116"
"5612","","","","","","","32.92399320293357","32.92399320293357","32.92399320293357"
"5613","","","","","","","35.272605442545505","35.272605442545505","35.272605442545505"
"5614","","","","","","","35.27036903901458","35.27036903901458","35.27036903901458"
"5615","","","","","","","35.296353288033764","35.296353288033764","35.296353288033764"
"5616","","","","","","","32.91361854493234","32.91361854493234","32.91361854493234"
"5617","","","","","","","30.7488104058003","30.7488104058003","30.7488104058003"
"5618","","","","","","","33.10996933063776","33.10996933063776","33.10996933063776"
"5619","","","","","","","33.135221322475","33.135221322475","33.135221322475"
"5620","","","","","","","30.78039621928052","30.78039621928052","30.78039621928052"
"5621","","","","","","","28.41015306638949","28.41015306638949","28.41015306638949"
"5622","","","","","","","26.058256234103286","26.058256234103286","26.058256234103286"
"5623","","","","","","","26.07396705748672","26.07396705748672","26.07396705748672"
"5624","","","","","","","26.11746131044181","26.11746131044181","26.11746131044181"
"5625","","","","","","","28.472259363607613","28.472259363607613","28.472259363607613"
"5626","","","","","","","26.194831782162247","26.194831782162247","26.194831782162247"
"5627","","","","","","","26.14362349963601","26.14362349963601","26.14362349963601"
"5628","","","","","","","26.174034859610355","26.174034859610355","26.174034859610355"
"5629","","","","","","","23.784632637107766","23.784632637107766","23.784632637107766"
"5630","","","","","","","20.938626088595957","20.938626088595957","20.938626088595957"
"5631","","","","","","","20.933892118129403","20.933892118129403","20.933892118129403"
"5632","","","","","","","20.920373661268687","20.920373661268687","20.920373661268687"
"5633","","","","","","","18.19535817461951","18.19535817461951","18.19535817461951"
"5634","","","","","","","18.217876474552813","18.217876474552813","18.217876474552813"
"5635","","","","","","","20.586006828202166","20.586006828202166","20.586006828202166"
"5636","","","","","","","20.575761387425803","20.575761387425803","20.575761387425803"
"5637","","","","","","","20.575641138913305","20.575641138913305","20.575641138913305"
"5638","","","","","","","20.56634252498357","20.56634252498357","20.56634252498357"
"5639","","","","","","","20.538374643010737","20.538374643010737","20.538374643010737"
"5640","","","","","","","18.371961058077577","18.371961058077577","18.371961058077577"
"5641","","","","","","","20.722623065200494","20.722623065200494","20.722623065200494"
"5642","","","","","","","23.092508929253917","23.092508929253917","23.092508929253917"
"5643","","","","","","","20.73347048393157","20.73347048393157","20.73347048393157"
"5644","","","","","","","20.756118333065192","20.756118333065192","20.756118333065192"
"5645","","","","","","","20.751583039986762","20.751583039986762","20.751583039986762"
"5646","","","","","","","18.35938650577024","18.35938650577024","18.35938650577024"
"5647","","","","","","","18.34271725399438","18.34271725399438","18.34271725399438"
"5648","","","","","","","18.342798072440942","18.342798072440942","18.342798072440942"
"5649","","","","","","","16.21458257183353","16.21458257183353","16.21458257183353"
"5650","","","","","","","19.053466831155177","19.053466831155177","19.053466831155177"
"5651","","","","","","","19.08245726421764","19.08245726421764","19.08245726421764"
"5652","","","","","","","21.239696374259662","21.239696374259662","21.239696374259662"
"5653","","","","","","","23.601730088232447","23.601730088232447","23.601730088232447"
"5655","","","","","","","25.953358572380026","25.953358572380026","25.953358572380026"
"5656","","","","","","","25.914474829769652","25.914474829769652","25.914474829769652"
"5657","","","","","","","28.2947525357576","28.2947525357576","28.2947525357576"
"5658","","","","","","","30.660221951271048","30.660221951271048","30.660221951271048"
"5659","","","","","","","28.003578474570233","28.003578474570233","28.003578474570233"
"5660","","","","","","","28.014872675414992","28.014872675414992","28.014872675414992"
"5661","","","","","","","25.665996462073505","25.665996462073505","25.665996462073505"
"5662","","","","","","","23.395138275296635","23.395138275296635","23.395138275296635"
"5663","","","","","","","21.386052476480685","21.386052476480685","21.386052476480685"
"5664","","","","","","","21.381539062166183","21.381539062166183","21.381539062166183"
"5665","","","","","","","23.721605378954575","23.721605378954575","23.721605378954575"
"5666","","","","","","","23.67920623555425","23.67920623555425","23.67920623555425"
"5667","","","","","","","21.328965618428015","21.328965618428015","21.328965618428015"
"5668","","","","","","","18.989920211520026","18.989920211520026","18.989920211520026"
"5669","","","","","","","18.984002202183486","18.984002202183486","18.984002202183486"
"5670","","","","","","","18.98451775873056","18.98451775873056","18.98451775873056"
"5671","","","","","","","16.825709986644487","16.825709986644487","16.825709986644487"
"5672","","","","","","","16.86782297665551","16.86782297665551","16.86782297665551"
"5673","","","","","","","16.86743124901507","16.86743124901507","16.86743124901507"
"5674","","","","","","","19.242052587544457","19.242052587544457","19.242052587544457"
"5675","","","","","","","21.511680746540737","21.511680746540737","21.511680746540737"
"5676","","","","","","","21.492394965281484","21.492394965281484","21.492394965281484"
"5677","","","","","","","23.87049497506355","23.87049497506355","23.87049497506355"
"5678","","","","","","","21.57832467583471","21.57832467583471","21.57832467583471"
"5679","","","","","","","21.614442670501973","21.614442670501973","21.614442670501973"
"5680","","","","","","","21.634764444799558","21.634764444799558","21.634764444799558"
"5681","","","","","","","21.64514286204961","21.64514286204961","21.64514286204961"
"5682","","","","","","","21.638687301327504","21.638687301327504","21.638687301327504"
"5683","","","","","","","23.995046199285557","23.995046199285557","23.995046199285557"
"5684","","","","","","","26.341277032159027","26.341277032159027","26.341277032159027"
"5685","","","","","","","26.26245911821523","26.26245911821523","26.26245911821523"
"5686","","","","","","","28.492662324871013","28.492662324871013","28.492662324871013"
"5687","","","","","","","30.883520509008232","30.883520509008232","30.883520509008232"
"5688","","","","","","","30.840967211813453","30.840967211813453","30.840967211813453"
"5689","","","","","","","33.65949665082398","33.65949665082398","33.65949665082398"
"5690","","","","","","","33.65462028297575","33.65462028297575","33.65462028297575"
"5691","","","","","","","33.6516333482316","33.6516333482316","33.6516333482316"
"5692","","","","","","","33.66077082965753","33.66077082965753","33.66077082965753"
"5693","","","","","","","33.59875354408734","33.59875354408734","33.59875354408734"
"5694","","","","","","","33.64050025940677","33.64050025940677","33.64050025940677"
"5695","","","","","","","31.293407357047986","31.293407357047986","31.293407357047986"
"5696","","","","","","","31.33517597636091","31.33517597636091","31.33517597636091"
"5697","","","","","","","31.333970296054176","31.333970296054176","31.333970296054176"
"5698","","","","","","","31.34347470888778","31.34347470888778","31.34347470888778"
"5699","","","","","","","33.48485711529158","33.48485711529158","33.48485711529158"
"5700","","","","","","","31.137479592723647","31.137479592723647","31.137479592723647"
"5701","","","","","","","31.138346531910134","31.138346531910134","31.138346531910134"
"5702","","","","","","","28.282413806116523","28.282413806116523","28.282413806116523"
"5703","","","","","","","30.64221639090688","30.64221639090688","30.64221639090688"
"5704","","","","","","","30.641271438386813","30.641271438386813","30.641271438386813"
"5705","","","","","","","30.640658770163874","30.640658770163874","30.640658770163874"
"5706","","","","","","","30.640894519589015","30.640894519589015","30.640894519589015"
"5707","","","","","","","30.631176208214693","30.631176208214693","30.631176208214693"
"5708","","","","","","","32.98450285654141","32.98450285654141","32.98450285654141"
"5709","","","","","","","32.96931127909316","32.96931127909316","32.96931127909316"
"5710","","","","","","","32.97322792419512","32.97322792419512","32.97322792419512"
"5711","","","","","","","32.970842723175025","32.970842723175025","32.970842723175025"
"5712","","","","","","","35.212796921194496","35.212796921194496","35.212796921194496"
"5713","","","","","","","35.22577723023236","35.22577723023236","35.22577723023236"
"5714","","","","","","","35.255768986985274","35.255768986985274","35.255768986985274"
"5715","","","","","","","35.25477794235586","35.25477794235586","35.25477794235586"
"5716","","","","","","","32.887698118731436","32.887698118731436","32.887698118731436"
"5717","","","","","","","35.25730798181741","35.25730798181741","35.25730798181741"
"5718","","","","","","","37.41611188159575","37.41611188159575","37.41611188159575"
"5719","","","","","","","37.45429933726481","37.45429933726481","37.45429933726481"
"5720","","","","","","","37.447453826224574","37.447453826224574","37.447453826224574"
"5721","","","","","","","39.79398586187312","39.79398586187312","39.79398586187312"
"5722","","","","","","","42.152529571747436","42.152529571747436","42.152529571747436"
"5723","","","","","","","44.49729018752215","44.49729018752215","44.49729018752215"
"5724","","","","","","","44.45901652233696","44.45901652233696","44.45901652233696"
"5725","","","","","","","44.40993403827666","44.40993403827666","44.40993403827666"
"5726","","","","","","","42.18218254711792","42.18218254711792","42.18218254711792"
"5727","","","","","","","44.49423381968735","44.49423381968735","44.49423381968735"
"5728","","","","","","","42.15707347304958","42.15707347304958","42.15707347304958"
"5729","","","","","","","39.78256936165733","39.78256936165733","39.78256936165733"
"5730","","","","","","","42.12285559396442","42.12285559396442","42.12285559396442"
"5731","","","","","","","45.007483190728415","45.007483190728415","45.007483190728415"
"5732","","","","","","","47.37343827912295","47.37343827912295","47.37343827912295"
"5733","","","","","","","44.542062768698415","44.542062768698415","44.542062768698415"
"5734","","","","","","","47.274196968239856","47.274196968239856","47.274196968239856"
"5735","","","","","","","47.25356689244193","47.25356689244193","47.25356689244193"
"5736","","","","","","","47.23553880449105","47.23553880449105","47.23553880449105"
"5737","","","","","","","44.872264440916666","44.872264440916666","44.872264440916666"
"5738","","","","","","","44.88634668795595","44.88634668795595","44.88634668795595"
"5739","","","","","","","44.879519020284015","44.879519020284015","44.879519020284015"
"5740","","","","","","","44.883225122346666","44.883225122346666","44.883225122346666"
"5741","","","","","","","47.00291886569776","47.00291886569776","47.00291886569776"
"5742","","","","","","","47.00777593168616","47.00777593168616","47.00777593168616"
"5743","","","","","","","47.000794750622354","47.000794750622354","47.000794750622354"
"5744","","","","","","","47.137822197687626","47.137822197687626","47.137822197687626"
"5745","","","","","","","44.264542783175166","44.264542783175166","44.264542783175166"
"5746","","","","","","","44.24154054640102","44.24154054640102","44.24154054640102"
"5747","","","","","","","46.61612451328219","46.61612451328219","46.61612451328219"
"5748","","","","","","","46.61347117150753","46.61347117150753","46.61347117150753"
"5749","","","","","","","44.46992019147235","44.46992019147235","44.46992019147235"
"5750","","","","","","","46.60558714521349","46.60558714521349","46.60558714521349"
"5751","","","","","","","46.605253661779926","46.605253661779926","46.605253661779926"
"5752","","","","","","","44.22565051356482","44.22565051356482","44.22565051356482"
"5753","","","","","","","44.21914487509366","44.21914487509366","44.21914487509366"
"5754","","","","","","","44.20010458425586","44.20010458425586","44.20010458425586"
"5756","","","","","","","44.202666677701636","44.202666677701636","44.202666677701636"
"5757","","","","","","","44.19260611676492","44.19260611676492","44.19260611676492"
"5758","","","","","","","44.175098371331714","44.175098371331714","44.175098371331714"
"5759","","","","","","","41.834855475416646","41.834855475416646","41.834855475416646"
"5760","","","","","","","44.474470495242166","44.474470495242166","44.474470495242166"
"5761","","","","","","","42.266316725557665","42.266316725557665","42.266316725557665"
"5762","","","","","","","44.614831687645804","44.614831687645804","44.614831687645804"
"5763","","","","","","","46.86834236848107","46.86834236848107","46.86834236848107"
"5764","","","","","","","48.86164140764605","48.86164140764605","48.86164140764605"
"5765","","","","","","","46.60705442950829","46.60705442950829","46.60705442950829"
"5766","","","","","","","46.614392161428306","46.614392161428306","46.614392161428306"
"5767","","","","","","","48.97305782153211","48.97305782153211","48.97305782153211"
"5768","","","","","","","51.3633941844326","51.3633941844326","51.3633941844326"
"5769","","","","","","","51.34987727498837","51.34987727498837","51.34987727498837"
"5770","","","","","","","51.33300319707759","51.33300319707759","51.33300319707759"
"5771","","","","","","","51.33576965293073","51.33576965293073","51.33576965293073"
"5772","","","","","","","53.489397656052326","53.489397656052326","53.489397656052326"
"5773","","","","","","","51.089025012322985","51.089025012322985","51.089025012322985"
"5774","","","","","","","51.091727059914746","51.091727059914746","51.091727059914746"
"5775","","","","","","","51.05746076542197","51.05746076542197","51.05746076542197"
"5776","","","","","","","48.720503267814635","48.720503267814635","48.720503267814635"
"5777","","","","","","","48.713846013578824","48.713846013578824","48.713846013578824"
"5778","","","","","","","46.40629141040245","46.40629141040245","46.40629141040245"
"5779","","","","","","","48.70623469311681","48.70623469311681","48.70623469311681"
"5780","","","","","","","46.30216426665369","46.30216426665369","46.30216426665369"
"5781","","","","","","","46.310476001033194","46.310476001033194","46.310476001033194"
"5782","","","","","","","46.34104406665993","46.34104406665993","46.34104406665993"
"5783","","","","","","","46.36476642596332","46.36476642596332","46.36476642596332"
"5784","","","","","","","46.35704260616467","46.35704260616467","46.35704260616467"
"5785","","","","","","","46.34961488708408","46.34961488708408","46.34961488708408"
"5786","","","","","","","46.350507902278714","46.350507902278714","46.350507902278714"
"5787","","","","","","","44.00546218399998","44.00546218399998","44.00546218399998"
"5788","","","","","","","41.840075422774355","41.840075422774355","41.840075422774355"
"5789","","","","","","","41.8466673726765","41.8466673726765","41.8466673726765"
"5790","","","","","","","41.84257113726893","41.84257113726893","41.84257113726893"
"5791","","","","","","","41.84376534874162","41.84376534874162","41.84376534874162"
"5792","","","","","","","41.86144551179145","41.86144551179145","41.86144551179145"
"5793","","","","","","","39.49609175875132","39.49609175875132","39.49609175875132"
"5794","","","","","","","39.49246754895494","39.49246754895494","39.49246754895494"
"5795","","","","","","","41.81081338894159","41.81081338894159","41.81081338894159"
"5796","","","","","","","44.157519661979116","44.157519661979116","44.157519661979116"
"5797","","","","","","","44.13226714658881","44.13226714658881","44.13226714658881"
"5798","","","","","","","41.77608666075941","41.77608666075941","41.77608666075941"
"5799","","","","","","","44.125061645904154","44.125061645904154","44.125061645904154"
"5800","","","","","","","44.12567130291164","44.12567130291164","44.12567130291164"
"5801","","","","","","","46.479248407218485","46.479248407218485","46.479248407218485"
"5802","","","","","","","46.47846600343617","46.47846600343617","46.47846600343617"
"5803","","","","","","","47.168411846860494","47.168411846860494","47.168411846860494"
"5804","","","","","","","47.15976646550296","47.15976646550296","47.15976646550296"
"5805","","","","","","","47.16565885965917","47.16565885965917","47.16565885965917"
"5806","","","","","","","47.17519688686584","47.17519688686584","47.17519688686584"
"5807","","","","","","","44.84298083750289","44.84298083750289","44.84298083750289"
"5808","","","","","","","44.850936616937794","44.850936616937794","44.850936616937794"
"5809","","","","","","","44.833571101686076","44.833571101686076","44.833571101686076"
"5810","","","","","","","42.57154190706765","42.57154190706765","42.57154190706765"
"5811","","","","","","","42.57321497803695","42.57321497803695","42.57321497803695"
"5812","","","","","","","42.57369033108348","42.57369033108348","42.57369033108348"
"5813","","","","","","","42.59196126200645","42.59196126200645","42.59196126200645"
"5814","","","","","","","40.233683755586874","40.233683755586874","40.233683755586874"
"5815","","","","","","","40.34719513650279","40.34719513650279","40.34719513650279"
"5816","","","","","","","40.357839758342145","40.357839758342145","40.357839758342145"
"5817","","","","","","","42.70088855615464","42.70088855615464","42.70088855615464"
"5818","","","","","","","39.861786628459114","39.861786628459114","39.861786628459114"
"5819","","","","","","","39.86735639646483","39.86735639646483","39.86735639646483"
"5820","","","","","","","39.833555764092736","39.833555764092736","39.833555764092736"
"5821","","","","","","","39.81283097695419","39.81283097695419","39.81283097695419"
"5822","","","","","","","39.83894125416249","39.83894125416249","39.83894125416249"
"5823","","","","","","","37.51283332722929","37.51283332722929","37.51283332722929"
"5824","","","","","","","37.51253557071335","37.51253557071335","37.51253557071335"
"5825","","","","","","","37.48928383931472","37.48928383931472","37.48928383931472"
"5826","","","","","","","37.51189739113557","37.51189739113557","37.51189739113557"
"5827","","","","","","","39.72527254458427","39.72527254458427","39.72527254458427"
"5828","","","","","","","39.67550285406032","39.67550285406032","39.67550285406032"
"5829","","","","","","","42.0155620932846","42.0155620932846","42.0155620932846"
"5830","","","","","","","42.01062341832612","42.01062341832612","42.01062341832612"
"5831","","","","","","","42.00813415680481","42.00813415680481","42.00813415680481"
"5832","","","","","","","41.94997252371146","41.94997252371146","41.94997252371146"
"5833","","","","","","","39.57832718510581","39.57832718510581","39.57832718510581"
"5834","","","","","","","42.42130145850737","42.42130145850737","42.42130145850737"
"5835","","","","","","","42.432926303854714","42.432926303854714","42.432926303854714"
"5836","","","","","","","42.45055337622573","42.45055337622573","42.45055337622573"
"5837","","","","","","","42.49051736489112","42.49051736489112","42.49051736489112"
"5838","","","","","","","44.84047374454599","44.84047374454599","44.84047374454599"
"5839","","","","","","","42.663717377622135","42.663717377622135","42.663717377622135"
"5840","","","","","","","42.662826580642516","42.662826580642516","42.662826580642516"
"5841","","","","","","","42.7046056180825","42.7046056180825","42.7046056180825"
"5842","","","","","","","42.70140519348973","42.70140519348973","42.70140519348973"
"5843","","","","","","","40.33694212145041","40.33694212145041","40.33694212145041"
"5844","","","","","","","40.33398690006143","40.33398690006143","40.33398690006143"
"5845","","","","","","","42.57130395037193","42.57130395037193","42.57130395037193"
"5846","","","","","","","45.39135212561202","45.39135212561202","45.39135212561202"
"5847","","","","","","","45.39260240033591","45.39260240033591","45.39260240033591"
"5848","","","","","","","45.37550325267547","45.37550325267547","45.37550325267547"
"5849","","","","","","","43.04064063341697","43.04064063341697","43.04064063341697"
"5850","","","","","","","45.23579584223648","45.23579584223648","45.23579584223648"
"5851","","","","","","","45.26374453414772","45.26374453414772","45.26374453414772"
"5852","","","","","","","45.569000583656724","45.569000583656724","45.569000583656724"
"5853","","","","","","","47.93656915427482","47.93656915427482","47.93656915427482"
"5854","","","","","","","47.96042099685408","47.96042099685408","47.96042099685408"
"5855","","","","","","","47.961590566499545","47.961590566499545","47.961590566499545"
"5857","","","","","","","47.959050873978896","47.959050873978896","47.959050873978896"
"5858","","","","","","","47.96098903399043","47.96098903399043","47.96098903399043"
"5859","","","","","","","47.951618388279755","47.951618388279755","47.951618388279755"
"5860","","","","","","","50.309489422642464","50.309489422642464","50.309489422642464"
"5861","","","","","","","50.309009533705805","50.309009533705805","50.309009533705805"
"5862","","","","","","","52.515611602923116","52.515611602923116","52.515611602923116"
"5863","","","","","","","52.52107895076739","52.52107895076739","52.52107895076739"
"5864","","","","","","","50.37086503670916","50.37086503670916","50.37086503670916"
"5865","","","","","","","50.403259830688114","50.403259830688114","50.403259830688114"
"5866","","","","","","","50.46771631463005","50.46771631463005","50.46771631463005"
"5867","","","","","","","50.45655654687357","50.45655654687357","50.45655654687357"
"5868","","","","","","","50.45472914454518","50.45472914454518","50.45472914454518"
"5869","","","","","","","48.07762864560128","48.07762864560128","48.07762864560128"
"5870","","","","","","","48.0840270936457","48.0840270936457","48.0840270936457"
"5871","","","","","","","45.95361733852393","45.95361733852393","45.95361733852393"
"5872","","","","","","","45.97018953185834","45.97018953185834","45.97018953185834"
"5873","","","","","","","43.6118254367774","43.6118254367774","43.6118254367774"
"5874","","","","","","","46.00225257992579","46.00225257992579","46.00225257992579"
"5875","","","","","","","45.990688665586305","45.990688665586305","45.990688665586305"
"5876","","","","","","","46.00064815362895","46.00064815362895","46.00064815362895"
"5877","","","","","","","48.33037886251431","48.33037886251431","48.33037886251431"
"5878","","","","","","","48.38435202565227","48.38435202565227","48.38435202565227"
"5879","","","","","","","50.67469686132814","50.67469686132814","50.67469686132814"
"5880","","","","","","","48.433943816998905","48.433943816998905","48.433943816998905"
"5881","","","","","","","50.81054100832828","50.81054100832828","50.81054100832828"
"5882","","","","","","","48.42873032549837","48.42873032549837","48.42873032549837"
"5883","","","","","","","48.39879888116525","48.39879888116525","48.39879888116525"
"5884","","","","","","","46.023731861314346","46.023731861314346","46.023731861314346"
"5885","","","","","","","46.018872278246754","46.018872278246754","46.018872278246754"
"5886","","","","","","","46.02363554720916","46.02363554720916","46.02363554720916"
"5887","","","","","","","43.66462390312219","43.66462390312219","43.66462390312219"
"5888","","","","","","","46.0444304669258","46.0444304669258","46.0444304669258"
"5889","","","","","","","48.21859341959902","48.21859341959902","48.21859341959902"
"5890","","","","","","","48.21350432916111","48.21350432916111","48.21350432916111"
"5891","","","","","","","48.2550401551954","48.2550401551954","48.2550401551954"
"5892","","","","","","","48.26686073688124","48.26686073688124","48.26686073688124"
"5893","","","","","","","48.25080408285393","48.25080408285393","48.25080408285393"
"5894","","","","","","","50.663596079305414","50.663596079305414","50.663596079305414"
"5895","","","","","","","50.665524188272165","50.665524188272165","50.665524188272165"
"5896","","","","","","","50.68260374059544","50.68260374059544","50.68260374059544"
"5897","","","","","","","50.68921207884146","50.68921207884146","50.68921207884146"
"5898","","","","","","","50.68367862962154","50.68367862962154","50.68367862962154"
"5899","","","","","","","50.7144467958058","50.7144467958058","50.7144467958058"
"5900","","","","","","","50.7236509366926","50.7236509366926","50.7236509366926"
"5901","","","","","","","48.565546004785276","48.565546004785276","48.565546004785276"
"5902","","","","","","","48.588487596447784","48.588487596447784","48.588487596447784"
"5903","","","","","","","48.59591582819634","48.59591582819634","48.59591582819634"
"5904","","","","","","","50.752240645889124","50.752240645889124","50.752240645889124"
"5905","","","","","","","50.7468005003573","50.7468005003573","50.7468005003573"
"5906","","","","","","","50.74828132679034","50.74828132679034","50.74828132679034"
"5907","","","","","","","50.7586165245576","50.7586165245576","50.7586165245576"
"5908","","","","","","","53.094452071228226","53.094452071228226","53.094452071228226"
"5909","","","","","","","53.08383098939605","53.08383098939605","53.08383098939605"
"5910","","","","","","","53.10419549090414","53.10419549090414","53.10419549090414"
"5911","","","","","","","55.36686490181542","55.36686490181542","55.36686490181542"
"5912","","","","","","","53.025024407736424","53.025024407736424","53.025024407736424"
"5913","","","","","","","53.02051728349817","53.02051728349817","53.02051728349817"
"5914","","","","","","","53.015330942676336","53.015330942676336","53.015330942676336"
"5915","","","","","","","55.36582445133997","55.36582445133997","55.36582445133997"
"5916","","","","","","","55.227473023387276","55.227473023387276","55.227473023387276"
"5917","","","","","","","52.9226371698161","52.9226371698161","52.9226371698161"
"5918","","","","","","","52.93831935259934","52.93831935259934","52.93831935259934"
"5919","","","","","","","53.523983711468475","53.523983711468475","53.523983711468475"
"5920","","","","","","","51.15552022076355","51.15552022076355","51.15552022076355"
"5921","","","","","","","51.20612123392165","51.20612123392165","51.20612123392165"
"5922","","","","","","","51.20686447661286","51.20686447661286","51.20686447661286"
"5923","","","","","","","51.182692047274195","51.182692047274195","51.182692047274195"
"5924","","","","","","","51.16325532572376","51.16325532572376","51.16325532572376"
"5925","","","","","","","51.16115267684075","51.16115267684075","51.16115267684075"
"5926","","","","","","","51.1686061829275","51.1686061829275","51.1686061829275"
