"Step","8agents_0highspeed - Training_Reward_Mean","8agents_0highspeed - Training_Reward_Mean__MIN","8agents_0highspeed - Training_Reward_Mean__MAX","8agents_0incentive - Training_Reward_Mean","8agents_0incentive - Training_Reward_Mean__MIN","8agents_0incentive - Training_Reward_Mean__MAX","8agents - Training_Reward_Mean","8agents - Training_Reward_Mean__MIN","8agents - Training_Reward_Mean__MAX"
"5927","","","","","","","48.788159875522325","48.788159875522325","48.788159875522325"
"5928","","","","","","","48.78982182735036","48.78982182735036","48.78982182735036"
"5929","","","","","","","48.83255351536767","48.83255351536767","48.83255351536767"
"5930","","","","","","","46.47081696304125","46.47081696304125","46.47081696304125"
"5931","","","","","","","48.80881456900169","48.80881456900169","48.80881456900169"
"5932","","","","","","","48.82324048174919","48.82324048174919","48.82324048174919"
"5933","","","","","","","48.826643800897365","48.826643800897365","48.826643800897365"
"5934","","","","","","","51.188875015686726","51.188875015686726","51.188875015686726"
"5935","","","","","","","51.16751612335448","51.16751612335448","51.16751612335448"
"5936","","","","","","","48.88355757709733","48.88355757709733","48.88355757709733"
"5937","","","","","","","48.872508141806726","48.872508141806726","48.872508141806726"
"5938","","","","","","","48.849365093145316","48.849365093145316","48.849365093145316"
"5939","","","","","","","48.86310025718967","48.86310025718967","48.86310025718967"
"5940","","","","","","","48.67089964487652","48.67089964487652","48.67089964487652"
"5941","","","","","","","48.66920489696963","48.66920489696963","48.66920489696963"
"5942","","","","","","","48.63556742309193","48.63556742309193","48.63556742309193"
"5943","","","","","","","46.29585596399468","46.29585596399468","46.29585596399468"
"5944","","","","","","","48.6578315213189","48.6578315213189","48.6578315213189"
"5945","","","","","","","48.66971717793487","48.66971717793487","48.66971717793487"
"5946","","","","","","","48.66801513501014","48.66801513501014","48.66801513501014"
"5947","","","","","","","48.668573335531285","48.668573335531285","48.668573335531285"
"5948","","","","","","","48.66559629328286","48.66559629328286","48.66559629328286"
"5949","","","","","","","46.32641248659629","46.32641248659629","46.32641248659629"
"5950","","","","","","","48.67655767835949","48.67655767835949","48.67655767835949"
"5951","","","","","","","48.639972213055664","48.639972213055664","48.639972213055664"
"5952","","","","","","","48.62350150060793","48.62350150060793","48.62350150060793"
"5953","","","","","","","48.3304138541938","48.3304138541938","48.3304138541938"
"5954","","","","","","","48.31494148774817","48.31494148774817","48.31494148774817"
"5955","","","","","","","46.17655772089416","46.17655772089416","46.17655772089416"
"5956","","","","","","","46.188952611832484","46.188952611832484","46.188952611832484"
"5958","","","","","","","46.19126439076285","46.19126439076285","46.19126439076285"
"5959","","","","","","","46.185309197900914","46.185309197900914","46.185309197900914"
"5960","","","","","","","46.19259578204638","46.19259578204638","46.19259578204638"
"5961","","","","","","","46.17864954637593","46.17864954637593","46.17864954637593"
"5962","","","","","","","46.175791008155514","46.175791008155514","46.175791008155514"
"5963","","","","","","","46.167091077010106","46.167091077010106","46.167091077010106"
"5964","","","","","","","46.15856083079535","46.15856083079535","46.15856083079535"
"5965","","","","","","","45.95010056472242","45.95010056472242","45.95010056472242"
"5966","","","","","","","45.91901491497485","45.91901491497485","45.91901491497485"
"5967","","","","","","","48.11598323302922","48.11598323302922","48.11598323302922"
"5968","","","","","","","48.12719769937543","48.12719769937543","48.12719769937543"
"5969","","","","","","","48.13276373751162","48.13276373751162","48.13276373751162"
"5970","","","","","","","48.130665172111506","48.130665172111506","48.130665172111506"
"5971","","","","","","","50.48327192671591","50.48327192671591","50.48327192671591"
"5972","","","","","","","52.62118020202748","52.62118020202748","52.62118020202748"
"5973","","","","","","","52.61917885655455","52.61917885655455","52.61917885655455"
"5974","","","","","","","54.97823795776074","54.97823795776074","54.97823795776074"
"5975","","","","","","","54.9456740658911","54.9456740658911","54.9456740658911"
"5976","","","","","","","54.95169460506223","54.95169460506223","54.95169460506223"
"5977","","","","","","","54.94921144987459","54.94921144987459","54.94921144987459"
"5978","","","","","","","54.95497022056767","54.95497022056767","54.95497022056767"
"5979","","","","","","","52.55902351697699","52.55902351697699","52.55902351697699"
"5980","","","","","","","52.55847203325231","52.55847203325231","52.55847203325231"
"5981","","","","","","","52.46042971621064","52.46042971621064","52.46042971621064"
"5982","","","","","","","52.453874286736756","52.453874286736756","52.453874286736756"
"5983","","","","","","","51.98766814643328","51.98766814643328","51.98766814643328"
"5984","","","","","","","51.97814717947736","51.97814717947736","51.97814717947736"
"5985","","","","","","","54.340501081570885","54.340501081570885","54.340501081570885"
"5986","","","","","","","54.34499531245614","54.34499531245614","54.34499531245614"
"5987","","","","","","","51.99178637155014","51.99178637155014","51.99178637155014"
"5988","","","","","","","54.35093768168098","54.35093768168098","54.35093768168098"
"5989","","","","","","","54.315569855784105","54.315569855784105","54.315569855784105"
"5990","","","","","","","54.27608487634366","54.27608487634366","54.27608487634366"
"5991","","","","","","","51.923549595241965","51.923549595241965","51.923549595241965"
"5992","","","","","","","51.88231020962638","51.88231020962638","51.88231020962638"
"5993","","","","","","","51.87638304613346","51.87638304613346","51.87638304613346"
"5994","","","","","","","49.52377590922391","49.52377590922391","49.52377590922391"
"5995","","","","","","","49.482277458687896","49.482277458687896","49.482277458687896"
"5996","","","","","","","47.316338711475254","47.316338711475254","47.316338711475254"
"5997","","","","","","","47.30006618024424","47.30006618024424","47.30006618024424"
"5998","","","","","","","47.29540913526931","47.29540913526931","47.29540913526931"
"5999","","","","","","","47.29343222844252","47.29343222844252","47.29343222844252"
"6000","","","","","","","49.62246013589785","49.62246013589785","49.62246013589785"
"6001","","","","","","","49.62700644083474","49.62700644083474","49.62700644083474"
"6002","","","","","","","51.811539862713715","51.811539862713715","51.811539862713715"
"6003","","","","","","","51.92558353291413","51.92558353291413","51.92558353291413"
"6004","","","","","","","51.92911704169831","51.92911704169831","51.92911704169831"
"6005","","","","","","","51.9275351717152","51.9275351717152","51.9275351717152"
"6006","","","","","","","51.92774108754113","51.92774108754113","51.92774108754113"
"6007","","","","","","","51.92220606326962","51.92220606326962","51.92220606326962"
"6008","","","","","","","51.90611978040322","51.90611978040322","51.90611978040322"
"6009","","","","","","","51.903802762559046","51.903802762559046","51.903802762559046"
"6010","","","","","","","51.9448520928558","51.9448520928558","51.9448520928558"
"6011","","","","","","","49.56385075875889","49.56385075875889","49.56385075875889"
"6012","","","","","","","49.571277094883314","49.571277094883314","49.571277094883314"
"6013","","","","","","","49.54945467465621","49.54945467465621","49.54945467465621"
"6014","","","","","","","49.552056931422165","49.552056931422165","49.552056931422165"
"6015","","","","","","","49.52105244559695","49.52105244559695","49.52105244559695"
"6016","","","","","","","49.52255565531381","49.52255565531381","49.52255565531381"
"6017","","","","","","","49.51610916132125","49.51610916132125","49.51610916132125"
"6018","","","","","","","49.45898026978057","49.45898026978057","49.45898026978057"
"6019","","","","","","","47.28360352560058","47.28360352560058","47.28360352560058"
"6020","","","","","","","49.53514335222549","49.53514335222549","49.53514335222549"
"6021","","","","","","","49.557345641083096","49.557345641083096","49.557345641083096"
"6022","","","","","","","47.15321672991126","47.15321672991126","47.15321672991126"
"6023","","","","","","","44.801833789449184","44.801833789449184","44.801833789449184"
"6024","","","","","","","44.80168421987341","44.80168421987341","44.80168421987341"
"6025","","","","","","","47.149510295262516","47.149510295262516","47.149510295262516"
"6026","","","","","","","47.170487580653635","47.170487580653635","47.170487580653635"
"6027","","","","","","","47.16730098000757","47.16730098000757","47.16730098000757"
"6028","","","","","","","47.184866390226446","47.184866390226446","47.184866390226446"
"6029","","","","","","","47.184112600285935","47.184112600285935","47.184112600285935"
"6030","","","","","","","47.19488763723717","47.19488763723717","47.19488763723717"
"6031","","","","","","","47.219730869859376","47.219730869859376","47.219730869859376"
"6032","","","","","","","47.2265702131624","47.2265702131624","47.2265702131624"
"6033","","","","","","","47.2250533601742","47.2250533601742","47.2250533601742"
"6034","","","","","","","47.22994747688732","47.22994747688732","47.22994747688732"
"6035","","","","","","","47.228614573917085","47.228614573917085","47.228614573917085"
"6036","","","","","","","47.23389047227079","47.23389047227079","47.23389047227079"
"6037","","","","","","","47.1431765132218","47.1431765132218","47.1431765132218"
"6038","","","","","","","47.13373171627709","47.13373171627709","47.13373171627709"
"6039","","","","","","","47.120537053947125","47.120537053947125","47.120537053947125"
"6040","","","","","","","47.10527983450854","47.10527983450854","47.10527983450854"
"6041","","","","","","","47.340404572505896","47.340404572505896","47.340404572505896"
"6042","","","","","","","47.35249695195068","47.35249695195068","47.35249695195068"
"6043","","","","","","","45.11346038193846","45.11346038193846","45.11346038193846"
"6044","","","","","","","47.456446565870834","47.456446565870834","47.456446565870834"
"6045","","","","","","","47.498237206277466","47.498237206277466","47.498237206277466"
"6046","","","","","","","47.489852635617225","47.489852635617225","47.489852635617225"
"6047","","","","","","","47.492701925899674","47.492701925899674","47.492701925899674"
"6048","","","","","","","47.49354581142933","47.49354581142933","47.49354581142933"
"6049","","","","","","","47.49370958026247","47.49370958026247","47.49370958026247"
"6050","","","","","","","49.833206987963976","49.833206987963976","49.833206987963976"
"6051","","","","","","","49.80793342947006","49.80793342947006","49.80793342947006"
"6052","","","","","","","49.79409148632404","49.79409148632404","49.79409148632404"
"6053","","","","","","","49.77985742443313","49.77985742443313","49.77985742443313"
"6054","","","","","","","49.76705618079855","49.76705618079855","49.76705618079855"
"6055","","","","","","","47.41124110372415","47.41124110372415","47.41124110372415"
"6056","","","","","","","49.52895144894134","49.52895144894134","49.52895144894134"
"6057","","","","","","","47.15837237522368","47.15837237522368","47.15837237522368"
